clase,probclase1,probclase2,probclase3,Country,L1Name,L2Namev2,BECTUAREAL2,BECCVPTCHAREAL2,BECAWMNSHPINDXL2,BECAWMNNNGHL2,BECEFFMESHSIZEL2,BECAWEDGDENSL2,BECPOPDENSADJL2,BECPRSBRTL2,BECPRSSUBWAYL2,BECADCRCTYAVGL2,BECADINTDENSL2,BECADSTTDENSL2,BECURBTRVDELAYINDEXL2
2,2.99E-11,1,0.00000,Brasil,Campinas,Monte Mor,1194.8459,425.5481,3.4341,183.8696,7.6171,0.642219394,1184.552,0,0,1.051111767,7.236963768,1706.641838,0.011763012
3,9.97E-11,3.29E-05,0.99997,Brasil,Campinas,Nova Odessa,1221.5742,888.8502,5.6763,71.0237,104.3372,5.044425832,1383.802,0,0,1.037418833,19.94103158,4217.56811,0.029966321
3,1.93E-10,2.66E-05,0.99997,Brasil,Campinas,Paulinia,2966.5793,695.7603,5.2803,64.0903,134.5679,2.071227083,1088.841,0,0,1.053856444,22.4429059,4502.549345,0.078137863
3,2.50E-11,2.21E-07,1.00000,Brasil,Campinas,Salto,2171.6956,982.1688,5.7797,67.4285,146.2946,4.760631887,2272.198,0,0,1.061861026,20.23548435,4494.953041,0.056232195
3,4.58E-11,2.01E-12,1.00000,Brasil,Campinas,Santa Bárbara d'Oeste,3189.2476,1091.6549,5.6783,69.9016,293.113,2.061375827,3482.099,0,0,1.041059975,15.01966974,3108.367395,0.058854621
3,1.90E-16,7.85E-246,1.00000,Brasil,Campinas,Sumaré,4595.9324,1212.4563,7.3008,66.3211,1137.8246,5.521884947,3579.219,0,0,1.039220495,34.70248726,6556.300455,0.033467165
3,2.45E-15,1.48E-26,1.00000,Brasil,Campinas,Valinhos,3385.2696,1243.2861,7.0457,64.6642,348.806,4.921544633,1908.757,0,0,1.077297266,22.42650718,4985.539421,0.064634658
3,5.06E-09,5.96E-17,1.00000,Brasil,Campinas,Vinhedo,2249.8144,843.2799,5.0237,63.794,224.8178,5.830087963,1663.699,0,0,1.099552138,26.2850278,5405.595749,0.058528625
3,1.11E-22,7.23E-16,1.00000,Brasil,Campo Grande,Campo Grande,18713.958,2354.2161,8.2625,79.5393,315.3592,0.430692207,3045.858,1,0,1.041642913,3.139448749,674.846251,0.103257479
2,9.48E-13,1,0.00000,Brasil,Campos dos Goytacazes,Campos dos Goytacazes,6517.719,1323.6407,4.4658,109.0059,31.7844,0.17150393,3198.302,0,0,1.083649395,2.17725253,671.9281386,0.139860922
2,2.00E-16,0.991834474,0.00817,Brasil,Caraguatatuba,Caraguatatuba,3013.74,1108.8035,6.7688,63.9721,116.0884,1.263242109,1605.662,0,0,1.068720286,8.932605529,1707.018061,0.027355234
2,9.78E-12,0.99999691,0.00000,Brasil,Caraguatatuba,Sao Sebastiao,1833.5716,391.0878,3.3021,65.7141,7.071,0.311456786,1155.019,0,0,1.087548217,5.265307609,1323.350853,0.045263871
2,8.46E-12,1,0.00000,Brasil,Caruaru,Caruaru,3742.827,1403.4437,4.5404,124.3831,91.3105,0.880375794,3437.586,0,0,1.045087684,8.952434017,1611.587609,0.095135511
2,2.39E-15,0.998865035,0.00113,Brasil,Cascavel,Cascavel,6174.0088,1666.5467,6.4168,82.8765,125.2191,0.761865311,2989.566,0,0,1.040549431,2.212584758,652.9304964,0.085004729
2,8.93E-15,0.999999998,0.00000,Brasil,Castanhal,Castanhal,2687.4,1303.5997,5.5932,94.3608,50.0051,0.420583246,3141.193,0,0,1.027124467,4.026770273,902.0465445,0.034288423
3,1.74E-11,0.006188558,0.99381,Brasil,Catanduva,Catanduva,2670.0249,1134.101,5.8673,68.4028,173.8477,3.320102407,2412.992,0,0,1.026132794,13.35409291,2450.139003,0.036957274
2,5.62E-14,1,0.00000,Brasil,Caxias,Caxias,2164.8658,1242.7367,5.0495,104.1936,5.107,0.117948535,1187.645,0,0,1.0619974,0.529615903,161.182096,0.013928459
2,1.26E-16,0.989444742,0.01056,Brasil,Caxias do Sul,Caxias do Sul,6035.6,1578.8932,7.3838,77.6514,87.761,0.689517677,3856.823,1,0,1.118551938,5.895871516,1760.002293,0.115676788
2,9.49E-12,0.938516076,0.06148,Brasil,Chapeco,Chapecó,3418.48,1672.5522,5.8544,77.0302,131.0693,1.163335027,3237.348,0,0,1.097941877,12.24610095,3407.884356,0.04921961
2,1.19E-16,0.997504795,0.00250,Brasil,Conselheiro Lafaiete,Conselheiro Lafaiete,2199.6832,1238.7406,6.9585,74.6558,97.1008,2.131814323,3068.295,0,0,1.080960716,8.661194201,1995.2468,0.021882753
2,5.43E-10,0.999990732,0.00001,Brasil,Criciuma,Cocal do Sul,503.1884,619.1262,3.0996,80.1049,26.9436,3.237619457,1109.317,0,0,1.050951239,8.545012814,2281.245958,0.038071937
3,9.29E-10,4.61E-13,1.00000,Brasil,Criciuma,Criciúma,4177.536,936.8753,5.2821,72.3603,191.0825,2.818043826,2671.043,1,0,1.039022957,25.95895032,5252.110842,0.0905941
2,9.91E-11,1,0.00000,Brasil,Criciuma,Forquilhinha,549.899,325.1959,2.8711,111.2329,2.2493,0.53688674,651.2631,0,0,1.038391838,7.432140024,2293.518008,0.046277346
2,1.69E-11,0.999978911,0.00002,Brasil,Criciuma,Icara,1823.3054,666.0778,4.203,79.5512,25.3123,0.864620804,1081.559,0,0,1.033510009,11.36401609,3043.863355,0.050813568
2,2.07E-10,0.99999999,0.00000,Brasil,Criciuma,Morro da Fumaca,404.9136,469.6338,2.3963,89.4596,4.2123,0.88774625,522.7028,0,0,1.042660774,7.923460405,2273.838903,0.020595185
2,3.00E-11,1,0.00000,Brasil,Criciuma,Nova Veneza,403.1992,381.9248,2.9908,129.3089,0.9335,0.292816357,391.6122,0,0,1.071528274,1.793257658,845.9052331,0.034112018
2,1.88E-11,1,0.00000,Brasil,Criciuma,Sideropolis,366.4804,636.3026,3.1985,114.5253,2.4778,0.601633671,521.0767,0,0,1.128618445,1.78965211,785.5935989,0.013388245
3,7.41E-23,1.13E-06,1.00000,Brasil,Cuiaba,Cuiabá,11101.7955,1965.0698,8.5165,71.8477,222.0032,0.57741509,3255.669,0,0,1.065630308,4.447850017,935.6506676,0.104601851
3,4.72E-14,0.009397442,0.99060,Brasil,Cuiaba,Várzea Grande,5766.0195,1451.6755,6.4708,70.6229,194.6848,1.221365296,2671.69,0,0,1.044060653,7.882353317,1661.055073,0.074613894
3,6.64E-119,0,1.00000,Brasil,Curitiba,Curitiba,31625.2008,2236.212,6.6679,60.52,20795.3634,9.07974944,5138.156,1,1,1.033727693,65.60557394,12076.35329,0.129596817
2,8.50E-16,0.998810529,0.00119,Brasil,Curitiba,Almirante Tamandaré,2017.0704,1046.4923,6.5107,68.3493,75.9561,2.022495152,1957.478,0,0,1.093583938,8.891629675,2646.77777,0.062060531
2,1.84E-13,0.999995033,0.00000,Brasil,Curitiba,Araucária,3333.582,892.9596,4.6973,77.326,50.6093,1.031147186,1761.504,0,0,1.084416495,5.494228295,2134.949645,0.075731412
2,5.82E-11,1,0.00000,Brasil,Curitiba,Campina Grande do Sul,864.2733,665.5699,2.91,128.4117,3.2543,0.28011165,1063.241,0,0,1.144777859,1.850200524,925.1539245,0.018723184
2,1.35E-16,0.999999995,0.00000,Brasil,Curitiba,Campo Largo,2578.03,1321.3054,6.2603,81.6171,20.5322,0.449752216,1721.048,0,0,1.161882481,2.088410076,1067.798393,0.040202862
2,2.50E-10,1,0.00000,Brasil,Curitiba,Campo Magro,365.3964,312.238,2.6985,109.1847,0.3778,0.162340032,905.7926,0,0,1.184934674,1.768337574,1139.120125,0.004023904
3,1.04E-07,6.95E-31,1.00000,Brasil,Curitiba,Colombo,4162.6644,1332.456,3.7838,66.4901,427.4098,2.843659853,3383.895,0,0,1.047509212,16.74395984,4176.559217,0.082178263
3,7.76E-06,1.16E-108,0.99999,Brasil,Curitiba,Pinhais,2523.692,625.666,2.9628,62.0864,688.7955,7.782794841,3751.383,0,0,1.035271582,36.89201844,7786.591039,0.131655661
2,2.55E-12,0.999989725,0.00001,Brasil,Curitiba,Piraquara,1835.0224,825.2739,4.0561,72.0839,36.8713,1.503503526,1564.847,0,0,1.067731249,6.802320615,2209.967084,0.031736415
2,1.04E-12,0.999999998,0.00000,Brasil,Curitiba,Quatro Barras,748.5372,520.868,4.1729,81.949,5.786,1.070741647,729.5862,0,0,1.142397836,3.266366336,1504.38624,0.03577078
2,2.62E-12,0.999975472,0.00002,Brasil,Curitiba,São José dos Pinhais,5942.7952,1553.3378,3.9973,77.3072,93.5323,0.638588381,2133.904,0,0,1.081773699,5.329211859,1862.247051,0.057579045
2,1.70E-15,0.78476958,0.21523,Brasil,Divinopolis,Divinópolis,4173.312,1353.5577,7.0657,77.9887,141.6871,1.693066976,2880.057,0,0,1.061864749,9.736456773,2536.41338,0.069431931
2,2.83E-14,0.999999999,0.00000,Brasil,Dourados,Dourados,4741.0161,1727.6557,5.0918,95.3594,36.8606,0.205786372,2375.601,0,0,1.035242349,1.555788174,399.7002862,0.057344851
3,0.000112665,0.000683008,0.99920,Brasil,Feira de Santana,Feira de Santana,6792.555,1935.7126,4.2343,91.4777,235.6532,0.81805486,4990.415,1,0,1.045413247,8.739327542,1736.041522,0.150629134
2,9.59E-11,1,0.00000,Brasil,Feira de Santana,Sao Goncalo dos Campos,416.0646,454.5159,2.5472,118.4788,0.7697,0.234383987,791.7751,0,0,1.072136133,2.214335868,677.1662382,0.032234106
2,1.64E-06,0.999998363,0.00000,Brasil,Florianopolis,Aguas Mornas,57.24,139.4143,1.7862,263.2489,0.0061,0.031397589,72.89394,0,0,1.265353064,0.73643204,765.4012613,0.016593492
2,4.43E-13,0.999999907,0.00000,Brasil,Florianopolis,Biguacu,1188.0967,791.5457,4.4983,80.1903,11.1732,0.878823498,2078.784,0,0,1.110699579,3.609863106,1149.233703,0.041289014
2,4.07E-12,0.947750032,0.05225,Brasil,Florianopolis,Florianópolis,6799.2186,902.3476,5.0785,65.3839,95.4909,0.452261783,3092.976,0,0,1.053195291,11.38032694,2589.25739,0.128776048
3,9.27E-11,0.465556268,0.53444,Brasil,Florianopolis,Palhoça,3928.045,1042.4711,5.2702,62.9385,155.798,2.042849146,1971.367,0,0,1.062453353,10.6444055,2428.136351,0.09393144
2,1.27E-11,0.999999995,0.00000,Brasil,Florianopolis,Santo Amaro da Imperatriz,505.176,320.9646,3.3677,84.3719,0.4322,0.149779444,386.0791,0,0,1.117320069,1.974723773,741.5046168,0.028339434
3,1.30E-10,9.60E-34,1.00000,Brasil,Florianopolis,São José,3148.3836,1000.0273,5.5033,64.2806,384.2926,5.51784172,4437.903,0,0,1.05697667,25.89323448,5012.416141,0.115677302
3,1.76E-91,0,1.00000,Brasil,Fortaleza,Fortaleza,24603.2094,1216.0067,5.901,60.5324,18584.7275,10.99307339,9351.224,1,1,1.027316199,102.6200775,15516.30759,0.204337193
2,4.42E-11,1,0.00000,Brasil,Fortaleza,Aquiraz,2795.3568,518.3286,3.2145,101.1871,4.5495,0.210946299,384.6915,0,0,1.044077288,9.4361021,2892.28483,0.008140843
2,4.89E-11,1,0.00000,Brasil,Fortaleza,Cascavel,1516.0605,741.3495,3.0554,172.9387,3.0424,0.163700999,568.4967,0,0,1.040549431,2.212584758,652.9304964,0.002563213
2,1.21E-13,0.999999977,0.00000,Brasil,Fortaleza,Caucaia,5592.7063,1068.3622,4.5158,90.498,38.1304,0.387820486,2854.84,0,0,1.058490697,5.263144956,1447.464216,0.068391128
3,6.78E-13,2.83E-14,1.00000,Brasil,Fortaleza,Eusebio,2159.544,707.6835,6.357,62.0939,118.2464,3.594315801,805.6372,0,0,1.070180864,29.38432091,6765.667176,0.052679374
2,1.19E-12,0.999996415,0.00000,Brasil,Fortaleza,Itatinga,768.054,566.8648,4.1043,71.187,9.2231,1.299722651,678.7167,0,0,1.038816791,5.201793166,1245.110346,0.015930734
3,2.23E-10,6.61E-52,1.00000,Brasil,Fortaleza,Maracanaú,3384.1764,699.3367,5.4956,62.9491,406.0668,6.587738235,3958.944,0,0,1.025369251,39.20459342,6906.71667,0.134320058
2,9.99E-13,1,0.00000,Brasil,Fortaleza,Maranguape,1072.7136,896.3395,4.1713,136.7799,6.6581,0.541066684,1213.509,0,0,1.099098311,2.521793419,849.6518055,0.023056381
